PestName,ScientificName,HostCrop,RecommendedPesticide,ApplicationMethod
Pod Borer,Species 14. Genus,Sugarcane,Mancozeb,Foliar Spray
Stem Borer,Species 03. Genus,Cabbage,Bacillus thuringiensis,Granular Soil
Leafhopper,Species 03. Genus,Banana,Metalaxyl,Micro-Encapsulation
Aphids,Species 13. Genus,Wheat,Tebuconazole,Spot Treatment
Nematode,Species 01. Genus,Soybean,Azoxystrobin,Dipping
Fruit Fly,Species 03. Genus,Maize,Cypermethrin,Electrostatic Spray
Leafhopper,Species 01. Genus,Soybean,Flubendiamide,Dust Application
Nematode,Species 16. Genus,Cotton,Deltamethrin,Micro-Encapsulation
Root Rot,Species 03. Genus,Cotton,Cypermethrin,Root Dip
Stem Borer,Species 09. Genus,Lentil,Deltamethrin,Pressure Spray
Mealybug,Species 02. Genus,Cotton,Spinetoram,Bait Application
Thrips,Species 08. Genus,Banana,Flubendiamide,Aerosol
Aphids,Species 15. Genus,Sugarcane,Pyriproxyfen,Thermal Fogging
Leafhopper,Species 14. Genus,Soybean,Chlorpyrifos,Spot Treatment
Root Rot,Species 11. Genus,Chili,Pyriproxyfen,Bait Application
Mites,Species 04. Genus,Maize,Chlorpyrifos,Ultra-Low Volume
Leafhopper,Species 19. Genus,Wheat,Bacillus thuringiensis,Broadcast Spray
Bollworm,Species 20. Genus,Rice,Chlorpyrifos,Electrostatic Spray
Root Rot,Species 18. Genus,Soybean,Ethoprophos,Hand Spraying
Scale Insect,Species 19. Genus,Cotton,Bacillus thuringiensis,Foliar Spray
Stem Borer,Species 02. Genus,Soybean,Mancozeb,Chemigation
Fruit Fly,Species 13. Genus,Potato,Thiophanate-methyl,Chemigation
Stem Borer,Species 01. Genus,Rice,Thiophanate-methyl,Trunk Injection
Nematode,Species 06. Genus,Maize,Bacillus thuringiensis,Root Dip
Stem Borer,Species 16. Genus,Cotton,Mancozeb,Thermal Fogging
Scale Insect,Species 13. Genus,Soybean,Ethoprophos,Micro-Encapsulation
Bollworm,Species 15. Genus,Soybean,Bacillus thuringiensis,Spot Treatment
Blast,Species 08. Genus,Gram,Spinetoram,Dipping
Bollworm,Species 03. Genus,Tea,Mancozeb,Granular Soil
Leafhopper,Species 02. Genus,Cotton,Mancozeb,Hand Spraying
Mealybug,Species 08. Genus,Maize,Mancozeb,Thermal Fogging
Armyworm,Species 10. Genus,Mango,Spirotetramat,Hand Spraying
Smut,Species 01. Genus,Potato,Carbendazim,Chemigation
Nematode,Species 18. Genus,Groundnut,Bacillus thuringiensis,Soil Drench
Stem Borer,Species 19. Genus,Wheat,Ethoprophos,Dust Application
Blast,Species 19. Genus,Mango,Flubendiamide,Hand Spraying
Wilt,Species 20. Genus,Cotton,Lambda-cyhalothrin,Hand Spraying
Rust,Species 14. Genus,Cotton,Imidacloprid,Trunk Injection
Scale Insect,Species 15. Genus,Banana,Spinetoram,Micro-Encapsulation
Fruit Fly,Species 07. Genus,Rice,Thiophanate-methyl,Trunk Injection
Pod Borer,Species 09. Genus,Cabbage,Bacillus thuringiensis,Root Dip
Fruit Fly,Species 03. Genus,Potato,Tebuconazole,Hand Spraying
Yellow Mosaic Virus,Species 14. Genus,Maize,Pyriproxyfen,Soil Drench
Bollworm,Species 11. Genus,Wheat,Metalaxyl,Root Dip
Wilt,Species 17. Genus,Cotton,Neem Oil,Micro-Encapsulation
Rust,Species 05. Genus,Soybean,Chlorpyrifos,Hand Spraying
Stem Borer,Species 09. Genus,Soybean,Lambda-cyhalothrin,Foliar Spray
Aphids,Species 20. Genus,Rice,Carbendazim,Trunk Injection
Mealybug,Species 20. Genus,Onion,Metalaxyl,Broadcast Spray
Pod Borer,Species 05. Genus,Wheat,Deltamethrin,Banding
Whitefly,Species 03. Genus,Wheat,Bacillus thuringiensis,Broadcast Spray
Armyworm,Species 15. Genus,Banana,Pyriproxyfen,Pressure Spray
Stem Borer,Species 06. Genus,Tea,Carbendazim,Thermal Fogging
Fruit Fly,Species 02. Genus,Wheat,Azoxystrobin,Bait Application
Stem Borer,Species 13. Genus,Lentil,Bacillus thuringiensis,Aerosol
Pod Borer,Species 01. Genus,Tea,Metalaxyl,Broadcast Spray
Mealybug,Species 09. Genus,Cotton,Bacillus thuringiensis,Dipping
Smut,Species 10. Genus,Soybean,Lambda-cyhalothrin,Aerosol
Root Rot,Species 16. Genus,Cabbage,Pyriproxyfen,Seed Treatment
Aphids,Species 07. Genus,Wheat,Chlorpyrifos,Granular Soil
Aphids,Species 06. Genus,Jute,Bacillus thuringiensis,Electrostatic Spray
Aphids,Species 03. Genus,Rice,Metalaxyl,Pressure Spray
Smut,Species 11. Genus,Potato,Bacillus thuringiensis,Trunk Injection
Mealybug,Species 15. Genus,Soybean,Deltamethrin,Bait Application
Bollworm,Species 16. Genus,Soybean,Thiophanate-methyl,Foliar Spray
Bollworm,Species 13. Genus,Groundnut,Imidacloprid,Chemigation
Pod Borer,Species 10. Genus,Maize,Fipronil,Trunk Injection
Pod Borer,Species 12. Genus,Potato,Carbendazim,Micro-Encapsulation
Thrips,Species 09. Genus,Lentil,Azoxystrobin,Hand Spraying
Whitefly,Species 11. Genus,Potato,Tebuconazole,Broadcast Spray
Leafhopper,Species 14. Genus,Potato,Neem Oil,Micro-Encapsulation
Pod Borer,Species 04. Genus,Groundnut,Azoxystrobin,Dipping
Smut,Species 03. Genus,Maize,Chlorpyrifos,Spot Treatment
Cutworm,Species 19. Genus,Sugarcane,Bacillus thuringiensis,Trunk Injection
Fruit Fly,Species 19. Genus,Soybean,Deltamethrin,Pressure Spray
Whitefly,Species 19. Genus,Lentil,Cypermethrin,Dipping
Thrips,Species 02. Genus,Rice,Bifenthrin,Soil Drench
Armyworm,Species 15. Genus,Gram,Carbendazim,Aerosol
Whitefly,Species 14. Genus,Sugarcane,Pyriproxyfen,Root Dip
Stem Borer,Species 17. Genus,Chili,Bifenthrin,Root Dip
Cutworm,Species 16. Genus,Rice,Thiophanate-methyl,Root Dip
Mites,Species 07. Genus,Soybean,Lambda-cyhalothrin,Pressure Spray
Mites,Species 10. Genus,Wheat,Cypermethrin,Granular Soil
Bollworm,Species 06. Genus,Rice,Tebuconazole,Micro-Encapsulation
Scale Insect,Species 13. Genus,Rice,Bifenthrin,Micro-Encapsulation
Thrips,Species 03. Genus,Soybean,Carbendazim,Hand Spraying
Blast,Species 02. Genus,Soybean,Ethoprophos,Granular Soil
Thrips,Species 13. Genus,Rice,Lambda-cyhalothrin,Aerosol
Wilt,Species 16. Genus,Soybean,Mancozeb,Ultra-Low Volume
Aphids,Species 10. Genus,Soybean,Fipronil,Bait Application
Fruit Fly,Species 15. Genus,Soybean,Metalaxyl,Aerosol
Pod Borer,Species 02. Genus,Rice,Azoxystrobin,Granular Soil
Cutworm,Species 20. Genus,Gram,Spinetoram,Root Dip
Blast,Species 16. Genus,Soybean,Tebuconazole,Banding
Fruit Fly,Species 09. Genus,Jute,Mancozeb,Pressure Spray
Aphids,Species 02. Genus,Mango,Thiophanate-methyl,Soil Drench
Stem Borer,Species 08. Genus,Gram,Spinetoram,Foliar Spray
Armyworm,Species 05. Genus,Cotton,Pyriproxyfen,Pressure Spray
Aphids,Species 05. Genus,Mango,Lambda-cyhalothrin,Aerosol
Root Rot,Species 01. Genus,Cabbage,Fipronil,Electrostatic Spray
Thrips,Species 12. Genus,Sugarcane,Azoxystrobin,Granular Soil
Bollworm,Species 03. Genus,Chili,Thiophanate-methyl,Soil Drench
Whitefly,Species 05. Genus,Jute,Metalaxyl,Chemigation
Cutworm,Species 16. Genus,Cotton,Thiophanate-methyl,Aerosol
Stem Borer,Species 19. Genus,Groundnut,Tebuconazole,Aerosol
Leafhopper,Species 14. Genus,Cotton,Spinetoram,Soil Drench
Mealybug,Species 20. Genus,Coffee,Tebuconazole,Trunk Injection
Nematode,Species 06. Genus,Tea,Spinetoram,Chemigation
Pod Borer,Species 05. Genus,Wheat,Ethoprophos,Dust Application
Mealybug,Species 01. Genus,Mustard,Deltamethrin,Dipping
Smut,Species 03. Genus,Soybean,Carbendazim,Electrostatic Spray
Nematode,Species 20. Genus,Maize,Tebuconazole,Seed Treatment
Mealybug,Species 06. Genus,Groundnut,Flubendiamide,Root Dip
Bollworm,Species 16. Genus,Onion,Neem Oil,Root Dip
Wilt,Species 17. Genus,Wheat,Spinetoram,Chemigation
Pod Borer,Species 19. Genus,Banana,Pyriproxyfen,Dipping
Wilt,Species 07. Genus,Soybean,Bifenthrin,Micro-Encapsulation
Whitefly,Species 11. Genus,Groundnut,Cypermethrin,Bait Application
Stem Borer,Species 11. Genus,Lentil,Azoxystrobin,Ultra-Low Volume
Rust,Species 15. Genus,Rice,Azoxystrobin,Broadcast Spray
Pod Borer,Species 09. Genus,Banana,Chlorpyrifos,Thermal Fogging
Root Rot,Species 15. Genus,Soybean,Metalaxyl,Micro-Encapsulation
Bollworm,Species 07. Genus,Lentil,Imidacloprid,Micro-Encapsulation
Stem Borer,Species 06. Genus,Chili,Bifenthrin,Ultra-Low Volume
Blast,Species 14. Genus,Tomato,Spirotetramat,Micro-Encapsulation
Wilt,Species 20. Genus,Lentil,Tebuconazole,Trunk Injection
Rust,Species 11. Genus,Wheat,Mancozeb,Aerosol
Mealybug,Species 09. Genus,Cabbage,Spirotetramat,Micro-Encapsulation
Nematode,Species 11. Genus,Cotton,Tebuconazole,Granular Soil
Thrips,Species 09. Genus,Rice,Lambda-cyhalothrin,Electrostatic Spray
Bollworm,Species 05. Genus,Rice,Ethoprophos,Banding
Cutworm,Species 09. Genus,Tomato,Bifenthrin,Ultra-Low Volume
Smut,Species 05. Genus,Gram,Cypermethrin,Micro-Encapsulation
Mealybug,Species 18. Genus,Maize,Azoxystrobin,Root Dip
Wilt,Species 17. Genus,Wheat,Mancozeb,Electrostatic Spray
Thrips,Species 02. Genus,Soybean,Ethoprophos,Electrostatic Spray
Leafhopper,Species 19. Genus,Cotton,Ethoprophos,Banding
Aphids,Species 16. Genus,Mustard,Imidacloprid,Broadcast Spray
Leafhopper,Species 06. Genus,Cotton,Bifenthrin,Seed Treatment
Blast,Species 11. Genus,Cotton,Thiophanate-methyl,Aerosol
Scale Insect,Species 13. Genus,Potato,Ethoprophos,Electrostatic Spray
Scale Insect,Species 09. Genus,Cotton,Carbendazim,Trunk Injection
Thrips,Species 01. Genus,Mustard,Metalaxyl,Banding
Aphids,Species 07. Genus,Soybean,Pyriproxyfen,Hand Spraying
Pod Borer,Species 15. Genus,Soybean,Pyriproxyfen,Pressure Spray
Scale Insect,Species 11. Genus,Coffee,Bifenthrin,Bait Application
Wilt,Species 19. Genus,Cabbage,Thiophanate-methyl,Bait Application
Whitefly,Species 17. Genus,Tea,Chlorpyrifos,Broadcast Spray
Smut,Species 04. Genus,Soybean,Deltamethrin,Aerosol
Bollworm,Species 07. Genus,Onion,Fipronil,Banding
Pod Borer,Species 12. Genus,Sugarcane,Metalaxyl,Broadcast Spray
Thrips,Species 11. Genus,Groundnut,Lambda-cyhalothrin,Bait Application
Stem Borer,Species 11. Genus,Lentil,Azoxystrobin,Granular Soil
Fruit Fly,Species 13. Genus,Soybean,Spirotetramat,Root Dip
Mites,Species 01. Genus,Mustard,Imidacloprid,Aerosol
Scale Insect,Species 09. Genus,Wheat,Metalaxyl,Foliar Spray
Blast,Species 13. Genus,Tomato,Flubendiamide,Soil Drench
Stem Borer,Species 10. Genus,Tea,Lambda-cyhalothrin,Trunk Injection
Wilt,Species 18. Genus,Wheat,Metalaxyl,Seed Treatment
Yellow Mosaic Virus,Species 04. Genus,Mango,Metalaxyl,Pressure Spray
Root Rot,Species 15. Genus,Cotton,Spinetoram,Dipping
Smut,Species 03. Genus,Maize,Azoxystrobin,Dust Application
Smut,Species 07. Genus,Maize,Spinetoram,Root Dip
Bollworm,Species 11. Genus,Onion,Bacillus thuringiensis,Chemigation
Root Rot,Species 17. Genus,Rice,Fipronil,Soil Drench
Armyworm,Species 18. Genus,Maize,Cypermethrin,Foliar Spray
Bollworm,Species 19. Genus,Maize,Imidacloprid,Micro-Encapsulation
Mites,Species 09. Genus,Mustard,Chlorpyrifos,Aerosol
Mealybug,Species 08. Genus,Rice,Thiophanate-methyl,Broadcast Spray
Cutworm,Species 04. Genus,Gram,Fipronil,Trunk Injection
Blast,Species 05. Genus,Wheat,Metalaxyl,Hand Spraying
Pod Borer,Species 06. Genus,Soybean,Metalaxyl,Hand Spraying
Armyworm,Species 03. Genus,Wheat,Lambda-cyhalothrin,Foliar Spray
Root Rot,Species 19. Genus,Wheat,Chlorpyrifos,Trunk Injection
Armyworm,Species 19. Genus,Banana,Deltamethrin,Bait Application
Stem Borer,Species 14. Genus,Rice,Imidacloprid,Bait Application
Wilt,Species 17. Genus,Mustard,Spirotetramat,Dust Application
Leafhopper,Species 20. Genus,Tea,Spinetoram,Root Dip
Mites,Species 13. Genus,Soybean,Deltamethrin,Ultra-Low Volume
Mites,Species 09. Genus,Cotton,Imidacloprid,Banding
Bollworm,Species 07. Genus,Soybean,Deltamethrin,Granular Soil
Pod Borer,Species 03. Genus,Wheat,Cypermethrin,Electrostatic Spray
Leafhopper,Species 15. Genus,Gram,Ethoprophos,Hand Spraying
Root Rot,Species 05. Genus,Cotton,Bacillus thuringiensis,Ultra-Low Volume
Wilt,Species 04. Genus,Mango,Flubendiamide,Bait Application
Yellow Mosaic Virus,Species 20. Genus,Soybean,Tebuconazole,Aerosol
Mites,Species 01. Genus,Cotton,Lambda-cyhalothrin,Electrostatic Spray
Pod Borer,Species 18. Genus,Wheat,Tebuconazole,Granular Soil
Whitefly,Species 01. Genus,Tea,Bifenthrin,Dipping
Rust,Species 09. Genus,Rice,Cypermethrin,Micro-Encapsulation
Rust,Species 08. Genus,Cotton,Deltamethrin,Root Dip
Stem Borer,Species 19. Genus,Mango,Carbendazim,Hand Spraying
Fruit Fly,Species 10. Genus,Soybean,Pyriproxyfen,Root Dip
Root Rot,Species 12. Genus,Groundnut,Spinetoram,Spot Treatment
Blast,Species 16. Genus,Cotton,Mancozeb,Soil Drench
Stem Borer,Species 12. Genus,Groundnut,Lambda-cyhalothrin,Seed Treatment
Wilt,Species 20. Genus,Banana,Bacillus thuringiensis,Chemigation
Stem Borer,Species 15. Genus,Rice,Spirotetramat,Hand Spraying
Stem Borer,Species 05. Genus,Soybean,Neem Oil,Seed Treatment
Aphids,Species 20. Genus,Wheat,Ethoprophos,Foliar Spray
Fruit Fly,Species 02. Genus,Rice,Imidacloprid,Pressure Spray
Mites,Species 04. Genus,Wheat,Chlorpyrifos,Dipping
Mites,Species 04. Genus,Cabbage,Neem Oil,Ultra-Low Volume
Smut,Species 01. Genus,Tea,Pyriproxyfen,Dust Application
Yellow Mosaic Virus,Species 19. Genus,Jute,Ethoprophos,Granular Soil
Smut,Species 02. Genus,Coffee,Bacillus thuringiensis,Trunk Injection
Leafhopper,Species 11. Genus,Mango,Thiophanate-methyl,Broadcast Spray
Wilt,Species 10. Genus,Banana,Pyriproxyfen,Chemigation
Mealybug,Species 03. Genus,Banana,Azoxystrobin,Electrostatic Spray
Rust,Species 09. Genus,Wheat,Metalaxyl,Foliar Spray
Armyworm,Species 14. Genus,Maize,Flubendiamide,Broadcast Spray
Smut,Species 11. Genus,Chili,Bifenthrin,Foliar Spray
Nematode,Species 04. Genus,Rice,Spirotetramat,Dust Application
Stem Borer,Species 11. Genus,Sugarcane,Thiophanate-methyl,Aerosol
Bollworm,Species 09. Genus,Wheat,Metalaxyl,Electrostatic Spray
Fruit Fly,Species 04. Genus,Cotton,Cypermethrin,Electrostatic Spray
Whitefly,Species 19. Genus,Chili,Bifenthrin,Foliar Spray
Fruit Fly,Species 20. Genus,Cotton,Chlorpyrifos,Soil Drench
Fruit Fly,Species 06. Genus,Chili,Ethoprophos,Ultra-Low Volume
Root Rot,Species 05. Genus,Rice,Bifenthrin,Ultra-Low Volume
Nematode,Species 15. Genus,Wheat,Spinetoram,Broadcast Spray
Mealybug,Species 13. Genus,Cotton,Mancozeb,Banding
Stem Borer,Species 20. Genus,Maize,Imidacloprid,Foliar Spray
Bollworm,Species 05. Genus,Cotton,Carbendazim,Trunk Injection
Blast,Species 03. Genus,Cabbage,Deltamethrin,Foliar Spray
Stem Borer,Species 11. Genus,Mango,Pyriproxyfen,Pressure Spray
Whitefly,Species 07. Genus,Rice,Spirotetramat,Broadcast Spray
Mealybug,Species 04. Genus,Coffee,Ethoprophos,Chemigation
Scale Insect,Species 17. Genus,Soybean,Deltamethrin,Root Dip
Pod Borer,Species 05. Genus,Gram,Chlorpyrifos,Dipping
Aphids,Species 08. Genus,Mango,Bifenthrin,Electrostatic Spray
Smut,Species 10. Genus,Cotton,Spirotetramat,Hand Spraying
Bollworm,Species 03. Genus,Jute,Deltamethrin,Soil Drench
Pod Borer,Species 16. Genus,Rice,Mancozeb,Electrostatic Spray
Wilt,Species 10. Genus,Wheat,Flubendiamide,Dust Application
Aphids,Species 14. Genus,Maize,Azoxystrobin,Foliar Spray
Whitefly,Species 03. Genus,Maize,Neem Oil,Hand Spraying
Root Rot,Species 04. Genus,Cotton,Fipronil,Banding
Yellow Mosaic Virus,Species 15. Genus,Rice,Spirotetramat,Dust Application
Fruit Fly,Species 10. Genus,Cotton,Carbendazim,Chemigation
Pod Borer,Species 16. Genus,Tea,Thiophanate-methyl,Thermal Fogging
Smut,Species 06. Genus,Jute,Imidacloprid,Thermal Fogging
Armyworm,Species 17. Genus,Onion,Tebuconazole,Thermal Fogging
Root Rot,Species 16. Genus,Wheat,Imidacloprid,Broadcast Spray
Mites,Species 08. Genus,Soybean,Mancozeb,Banding
Mealybug,Species 06. Genus,Maize,Tebuconazole,Root Dip
Mealybug,Species 12. Genus,Coffee,Chlorpyrifos,Aerosol
Thrips,Species 11. Genus,Banana,Bacillus thuringiensis,Thermal Fogging
Thrips,Species 09. Genus,Tea,Imidacloprid,Granular Soil
Stem Borer,Species 11. Genus,Wheat,Carbendazim,Pressure Spray
Root Rot,Species 12. Genus,Cotton,Azoxystrobin,Micro-Encapsulation
Thrips,Species 06. Genus,Wheat,Thiophanate-methyl,Ultra-Low Volume
Rust,Species 07. Genus,Groundnut,Chlorpyrifos,Broadcast Spray
Whitefly,Species 19. Genus,Jute,Deltamethrin,Seed Treatment
Scale Insect,Species 01. Genus,Mustard,Chlorpyrifos,Aerosol
Aphids,Species 16. Genus,Potato,Metalaxyl,Seed Treatment
Thrips,Species 17. Genus,Tea,Fipronil,Trunk Injection
Whitefly,Species 20. Genus,Chili,Pyriproxyfen,Electrostatic Spray
Blast,Species 13. Genus,Cotton,Chlorpyrifos,Soil Drench
Bollworm,Species 10. Genus,Wheat,Thiophanate-methyl,Micro-Encapsulation
Root Rot,Species 03. Genus,Jute,Tebuconazole,Foliar Spray
Wilt,Species 18. Genus,Wheat,Spirotetramat,Electrostatic Spray
Pod Borer,Species 01. Genus,Cotton,Imidacloprid,Electrostatic Spray
Blast,Species 03. Genus,Cabbage,Deltamethrin,Dipping
Blast,Species 07. Genus,Gram,Azoxystrobin,Foliar Spray
Pod Borer,Species 12. Genus,Maize,Spinetoram,Dipping
Stem Borer,Species 05. Genus,Rice,Imidacloprid,Broadcast Spray
Scale Insect,Species 02. Genus,Wheat,Lambda-cyhalothrin,Bait Application
Rust,Species 16. Genus,Gram,Tebuconazole,Foliar Spray
Wilt,Species 15. Genus,Soybean,Imidacloprid,Electrostatic Spray
Thrips,Species 11. Genus,Chili,Metalaxyl,Hand Spraying
Leafhopper,Species 12. Genus,Gram,Imidacloprid,Thermal Fogging
Mealybug,Species 13. Genus,Rice,Deltamethrin,Banding
Leafhopper,Species 13. Genus,Cotton,Cypermethrin,Micro-Encapsulation
Thrips,Species 18. Genus,Cotton,Pyriproxyfen,Electrostatic Spray
Whitefly,Species 07. Genus,Soybean,Mancozeb,Thermal Fogging
Wilt,Species 16. Genus,Maize,Flubendiamide,Thermal Fogging
Root Rot,Species 06. Genus,Rice,Bifenthrin,Trunk Injection
Root Rot,Species 01. Genus,Onion,Tebuconazole,Granular Soil
Blast,Species 10. Genus,Soybean,Fipronil,Root Dip
Root Rot,Species 15. Genus,Wheat,Spirotetramat,Spot Treatment
Leafhopper,Species 20. Genus,Wheat,Deltamethrin,Pressure Spray
Mealybug,Species 08. Genus,Cabbage,Bacillus thuringiensis,Trunk Injection
Mites,Species 06. Genus,Rice,Flubendiamide,Banding
Stem Borer,Species 17. Genus,Rice,Cypermethrin,Dipping
Thrips,Species 06. Genus,Rice,Bifenthrin,Dust Application
Rust,Species 07. Genus,Maize,Deltamethrin,Ultra-Low Volume
Bollworm,Species 04. Genus,Mustard,Neem Oil,Root Dip
Fruit Fly,Species 15. Genus,Jute,Fipronil,Dipping
Wilt,Species 20. Genus,Soybean,Tebuconazole,Aerosol
Armyworm,Species 04. Genus,Wheat,Lambda-cyhalothrin,Spot Treatment
Root Rot,Species 07. Genus,Soybean,Chlorpyrifos,Electrostatic Spray
Stem Borer,Species 04. Genus,Wheat,Chlorpyrifos,Dipping
Leafhopper,Species 14. Genus,Potato,Spinetoram,Ultra-Low Volume
Scale Insect,Species 12. Genus,Tomato,Deltamethrin,Micro-Encapsulation
Mites,Species 19. Genus,Cotton,Carbendazim,Trunk Injection
Stem Borer,Species 16. Genus,Maize,Chlorpyrifos,Spot Treatment
Stem Borer,Species 17. Genus,Wheat,Fipronil,Electrostatic Spray
Thrips,Species 12. Genus,Rice,Neem Oil,Ultra-Low Volume
Bollworm,Species 06. Genus,Coffee,Pyriproxyfen,Broadcast Spray
Thrips,Species 04. Genus,Maize,Thiophanate-methyl,Spot Treatment
Armyworm,Species 17. Genus,Soybean,Carbendazim,Dipping
Pod Borer,Species 14. Genus,Lentil,Bifenthrin,Granular Soil
Wilt,Species 17. Genus,Tea,Bacillus thuringiensis,Dipping
Mealybug,Species 10. Genus,Soybean,Pyriproxyfen,Aerosol
Cutworm,Species 19. Genus,Soybean,Thiophanate-methyl,Soil Drench
Fruit Fly,Species 06. Genus,Lentil,Pyriproxyfen,Pressure Spray
Mealybug,Species 01. Genus,Mustard,Spirotetramat,Dust Application
Smut,Species 09. Genus,Soybean,Chlorpyrifos,Trunk Injection
Nematode,Species 07. Genus,Mango,Bifenthrin,Banding
Wilt,Species 11. Genus,Maize,Bifenthrin,Electrostatic Spray
Pod Borer,Species 18. Genus,Wheat,Bifenthrin,Spot Treatment
Armyworm,Species 15. Genus,Wheat,Bacillus thuringiensis,Seed Treatment
Mites,Species 08. Genus,Soybean,Azoxystrobin,Granular Soil
Rust,Species 10. Genus,Wheat,Carbendazim,Electrostatic Spray
Armyworm,Species 03. Genus,Rice,Spinetoram,Bait Application
Bollworm,Species 01. Genus,Cotton,Tebuconazole,Dipping
Aphids,Species 15. Genus,Wheat,Thiophanate-methyl,Banding
Bollworm,Species 03. Genus,Cotton,Mancozeb,Spot Treatment
Wilt,Species 06. Genus,Lentil,Bacillus thuringiensis,Dust Application
Aphids,Species 16. Genus,Maize,Neem Oil,Granular Soil
Yellow Mosaic Virus,Species 03. Genus,Rice,Carbendazim,Micro-Encapsulation
Root Rot,Species 12. Genus,Wheat,Bacillus thuringiensis,Micro-Encapsulation
Wilt,Species 09. Genus,Maize,Bifenthrin,Chemigation
Bollworm,Species 09. Genus,Rice,Chlorpyrifos,Dust Application
Mealybug,Species 07. Genus,Soybean,Fipronil,Micro-Encapsulation
Root Rot,Species 08. Genus,Maize,Bacillus thuringiensis,Dust Application
Cutworm,Species 01. Genus,Groundnut,Pyriproxyfen,Granular Soil
Armyworm,Species 02. Genus,Cotton,Fipronil,Pressure Spray
Leafhopper,Species 12. Genus,Soybean,Metalaxyl,Dipping
Leafhopper,Species 02. Genus,Mango,Lambda-cyhalothrin,Spot Treatment
Blast,Species 08. Genus,Wheat,Carbendazim,Soil Drench
Armyworm,Species 17. Genus,Rice,Tebuconazole,Banding
Stem Borer,Species 10. Genus,Soybean,Spirotetramat,Banding
Pod Borer,Species 14. Genus,Chili,Lambda-cyhalothrin,Soil Drench
Rust,Species 01. Genus,Rice,Fipronil,Chemigation
Wilt,Species 09. Genus,Potato,Ethoprophos,Thermal Fogging
Mealybug,Species 17. Genus,Cotton,Metalaxyl,Dipping
Thrips,Species 11. Genus,Wheat,Tebuconazole,Chemigation
Mites,Species 12. Genus,Cotton,Mancozeb,Dust Application
Leafhopper,Species 01. Genus,Wheat,Neem Oil,Banding
Yellow Mosaic Virus,Species 16. Genus,Rice,Deltamethrin,Micro-Encapsulation
Fruit Fly,Species 07. Genus,Soybean,Cypermethrin,Granular Soil
Nematode,Species 17. Genus,Maize,Fipronil,Chemigation
Nematode,Species 08. Genus,Soybean,Bacillus thuringiensis,Trunk Injection
Mealybug,Species 09. Genus,Potato,Bifenthrin,Soil Drench
Pod Borer,Species 15. Genus,Mango,Pyriproxyfen,Granular Soil
Aphids,Species 11. Genus,Soybean,Spirotetramat,Soil Drench
Fruit Fly,Species 08. Genus,Wheat,Neem Oil,Broadcast Spray
Wilt,Species 13. Genus,Potato,Fipronil,Trunk Injection
Scale Insect,Species 07. Genus,Wheat,Chlorpyrifos,Hand Spraying
