SoilType,pH_Range,OC_Level,N_Level,P_Level,K_Level,Predicted_Health_Class
Loam,Alkaline,Very Low,Adequate,Deficient,Excess,Poor
Chalk,Slightly Acidic,Very High,High,Adequate,Low,Good
Silt,Acidic,Medium,Low,Low,Adequate,Good
Loam,Alkaline,Low,High,Adequate,Excess,Poor
Clay,Slightly Acidic,Medium,Low,Low,High,Critical
Silt,Slightly Alkaline,Medium,Deficient,High,Deficient,Good
Loam,Alkaline,Very High,Low,Adequate,High,Moderate
Silt,Slightly Acidic,Very High,High,Excess,Adequate,Good
Clay,Neutral,Very Low,Low,High,Excess,Poor
Sand,Slightly Acidic,Very Low,High,Deficient,Adequate,Critical
Chalk,Acidic,Low,Adequate,High,Low,Good
Loam,Neutral,Very Low,Low,Excess,Deficient,Critical
Sand,Acidic,Low,Low,Excess,High,Good
Clay,Neutral,Medium,Excess,Low,Excess,Good
Loam,Acidic,Low,Adequate,Excess,Adequate,Poor
Sand,Acidic,High,High,Low,Low,Good
Chalk,Neutral,Very Low,Deficient,High,Adequate,Moderate
Loam,Neutral,Very Low,Deficient,Low,Deficient,Moderate
Sand,Slightly Acidic,High,Adequate,Low,Excess,Good
Clay,Acidic,High,Deficient,Adequate,High,Good
Clay,Slightly Alkaline,Medium,High,Low,Excess,Poor
Sand,Alkaline,High,Adequate,Deficient,Excess,Good
Loam,Alkaline,Very Low,Low,Low,Low,Poor
Silt,Acidic,Medium,Deficient,Deficient,Low,Moderate
Loam,Slightly Alkaline,Low,High,High,High,Critical
Silt,Neutral,High,Deficient,High,Excess,Moderate
Sand,Acidic,Very Low,Adequate,Adequate,High,Critical
Clay,Acidic,Very High,Deficient,Excess,High,Moderate
Loam,Slightly Alkaline,Very Low,Deficient,High,High,Moderate
Sand,Slightly Alkaline,Low,High,Deficient,Adequate,Excellent
Sand,Acidic,High,Deficient,High,Adequate,Poor
Loam,Alkaline,Medium,Excess,Excess,Excess,Good
Loam,Neutral,Low,Adequate,Adequate,Low,Poor
Loam,Alkaline,Low,Deficient,High,Low,Poor
Loam,Alkaline,High,High,High,Adequate,Critical
Chalk,Acidic,Very High,Low,Deficient,Deficient,Good
Silt,Neutral,Very Low,Deficient,Adequate,Adequate,Good
Silt,Acidic,Low,Low,Excess,High,Moderate
Loam,Acidic,Very High,Low,Deficient,High,Moderate
Loam,Slightly Alkaline,Medium,High,Adequate,Excess,Good
Chalk,Acidic,Very Low,Adequate,Adequate,Deficient,Critical
Loam,Neutral,High,High,Adequate,Excess,Moderate
Clay,Neutral,Very High,Excess,Low,Excess,Poor
Chalk,Slightly Acidic,High,Deficient,Deficient,Low,Good
Loam,Slightly Acidic,Very Low,Excess,High,Low,Moderate
Silt,Slightly Acidic,Very Low,Excess,Excess,Low,Good
Loam,Neutral,Low,Deficient,Deficient,Low,Critical
Sand,Acidic,Low,Low,Deficient,Deficient,Good
Chalk,Alkaline,Very High,Deficient,High,High,Moderate
Silt,Neutral,Low,Low,Adequate,Excess,Moderate
Loam,Neutral,Low,High,Adequate,Deficient,Good
Clay,Acidic,Low,Excess,High,Deficient,Excellent
Chalk,Slightly Acidic,Very High,Deficient,Deficient,Excess,Critical
Chalk,Slightly Alkaline,Very High,Adequate,Deficient,Deficient,Good
Loam,Neutral,Medium,Deficient,High,Low,Moderate
Loam,Slightly Alkaline,High,High,Excess,Deficient,Excellent
Clay,Slightly Acidic,Medium,Adequate,Low,Excess,Critical
Sand,Slightly Alkaline,Very High,Deficient,Deficient,High,Moderate
Loam,Neutral,Medium,Deficient,Excess,Excess,Critical
Chalk,Acidic,Low,Low,High,Deficient,Good
Silt,Slightly Alkaline,Very Low,Deficient,Deficient,High,Moderate
Silt,Slightly Acidic,Very High,Low,Low,Low,Good
Clay,Slightly Alkaline,High,Excess,Deficient,Low,Moderate
Silt,Alkaline,Low,Adequate,Low,High,Good
Sand,Alkaline,High,Excess,Low,Low,Moderate
Silt,Slightly Alkaline,Low,Excess,Deficient,Low,Poor
Clay,Acidic,Very High,Low,Excess,Deficient,Good
Loam,Alkaline,High,Deficient,Excess,Low,Poor
Silt,Slightly Alkaline,High,Adequate,Adequate,Low,Good
Silt,Acidic,High,Low,Excess,Excess,Moderate
Silt,Neutral,High,Excess,Adequate,Adequate,Good
Silt,Acidic,Medium,Deficient,Low,Excess,Good
Sand,Slightly Acidic,Very Low,High,High,Excess,Poor
Sand,Acidic,High,High,Deficient,High,Poor
Clay,Alkaline,Medium,Deficient,Low,Adequate,Moderate
Loam,Alkaline,Medium,Adequate,Low,Deficient,Moderate
Clay,Neutral,Low,Excess,High,Adequate,Critical
Loam,Alkaline,Very Low,High,Excess,Adequate,Excellent
Sand,Neutral,Low,Low,Deficient,Adequate,Good
Chalk,Neutral,Very High,High,Excess,High,Good
Sand,Alkaline,Medium,High,Deficient,Excess,Moderate
Silt,Slightly Acidic,Very High,Deficient,Low,Low,Critical
Chalk,Alkaline,Very Low,Deficient,High,Adequate,Poor
Chalk,Alkaline,Very High,Adequate,Low,Excess,Moderate
Loam,Slightly Alkaline,Very Low,Excess,Adequate,Excess,Critical
Chalk,Acidic,Very Low,Low,Adequate,Low,Critical
Chalk,Neutral,Low,Adequate,Low,Low,Excellent
Sand,Alkaline,Very Low,Deficient,Deficient,High,Good
Silt,Neutral,Very High,Deficient,Excess,Adequate,Poor
Chalk,Slightly Alkaline,Low,Excess,Excess,Excess,Poor
Chalk,Slightly Acidic,Very High,High,Excess,High,Poor
Loam,Slightly Alkaline,Medium,Excess,High,High,Moderate
Loam,Neutral,Low,Adequate,Excess,Low,Moderate
Clay,Slightly Acidic,Medium,High,Low,Low,Moderate
Chalk,Alkaline,Medium,High,Excess,Adequate,Poor
Clay,Slightly Alkaline,Very Low,Low,Deficient,Low,Excellent
Loam,Acidic,Medium,Deficient,Deficient,Low,Moderate
Loam,Neutral,Low,Deficient,Adequate,Deficient,Moderate
Chalk,Slightly Acidic,High,Deficient,Excess,Low,Moderate
Sand,Acidic,High,Excess,High,Excess,Moderate
Chalk,Acidic,Very Low,Deficient,Low,Adequate,Good
Chalk,Slightly Acidic,Very Low,Deficient,Low,Adequate,Poor
Loam,Alkaline,High,High,Excess,Deficient,Poor
Loam,Slightly Acidic,High,Deficient,Low,Low,Poor
Silt,Slightly Acidic,High,Adequate,Adequate,Adequate,Good
Clay,Slightly Alkaline,Low,High,Deficient,Low,Critical
Chalk,Neutral,High,High,Deficient,Excess,Good
Sand,Alkaline,Medium,Excess,Deficient,Deficient,Critical
Chalk,Slightly Acidic,Very High,Deficient,Excess,Adequate,Moderate
Silt,Neutral,Low,Deficient,Adequate,Deficient,Excellent
Chalk,Neutral,Very High,High,Deficient,Excess,Moderate
Sand,Slightly Acidic,Very Low,Low,High,Low,Excellent
Chalk,Alkaline,Very High,Low,Low,Deficient,Poor
Sand,Alkaline,Low,High,Adequate,Excess,Moderate
Chalk,Slightly Acidic,Low,Low,High,Adequate,Critical
Silt,Neutral,Very High,High,Deficient,Excess,Excellent
Sand,Neutral,Medium,Excess,Deficient,Deficient,Good
Clay,Neutral,High,Excess,High,Deficient,Critical
Clay,Neutral,High,High,Excess,Low,Poor
Clay,Acidic,Very High,Deficient,High,Adequate,Moderate
Loam,Slightly Alkaline,High,High,Adequate,Excess,Poor
Sand,Neutral,High,Adequate,High,Excess,Moderate
Chalk,Neutral,Low,Deficient,Deficient,High,Critical
Loam,Slightly Alkaline,Low,Excess,Deficient,Low,Poor
Loam,Neutral,Low,Adequate,Deficient,Low,Poor
Loam,Neutral,Very High,Adequate,Adequate,High,Poor
Silt,Slightly Acidic,Very High,Excess,Excess,Adequate,Good
Clay,Neutral,Low,Adequate,Low,Low,Moderate
Sand,Acidic,Medium,High,Adequate,Deficient,Good
Chalk,Alkaline,Low,Deficient,Low,Excess,Good
Chalk,Alkaline,High,High,Excess,Deficient,Excellent
Silt,Alkaline,Very Low,Excess,Low,Excess,Moderate
Chalk,Acidic,Very High,Excess,Low,Excess,Good
Clay,Slightly Acidic,High,High,Excess,Adequate,Moderate
Sand,Slightly Acidic,High,High,Excess,Excess,Moderate
Clay,Neutral,Medium,Deficient,Deficient,Low,Good
Sand,Slightly Acidic,Very Low,Deficient,Adequate,Deficient,Poor
Chalk,Alkaline,Low,Low,Adequate,Excess,Good
Loam,Acidic,Very Low,Adequate,Low,High,Poor
Silt,Slightly Acidic,High,Deficient,Excess,Excess,Moderate
Loam,Acidic,Very High,High,High,Low,Moderate
Silt,Acidic,High,Deficient,Low,Low,Moderate
Chalk,Acidic,Very High,High,Deficient,Low,Moderate
Loam,Acidic,Very High,Deficient,Adequate,Adequate,Good
Loam,Neutral,Medium,High,Excess,Low,Moderate
Sand,Slightly Acidic,High,Adequate,Excess,Low,Moderate
Sand,Acidic,High,Deficient,Adequate,Adequate,Good
Clay,Alkaline,Medium,Excess,High,Excess,Moderate
Clay,Neutral,Very High,Excess,High,Adequate,Moderate
Clay,Acidic,High,Low,Excess,Deficient,Poor
Clay,Alkaline,Low,High,Deficient,Excess,Good
Loam,Acidic,Very Low,Deficient,High,Low,Moderate
Silt,Slightly Alkaline,Very High,Adequate,Adequate,Adequate,Moderate
Clay,Neutral,Medium,Low,Low,High,Moderate
Chalk,Slightly Alkaline,Medium,Excess,Deficient,Deficient,Critical
Sand,Slightly Alkaline,High,Low,Adequate,Excess,Moderate
Silt,Slightly Acidic,Very High,Adequate,Low,Adequate,Excellent
Silt,Slightly Acidic,Very High,Adequate,Low,Excess,Good
Clay,Acidic,Very Low,Deficient,High,Low,Moderate
Loam,Slightly Alkaline,Medium,High,High,High,Critical
Sand,Neutral,High,Excess,High,Low,Critical
Loam,Acidic,Very High,Low,Low,Low,Moderate
Clay,Alkaline,Low,Adequate,Deficient,Adequate,Good
Loam,Neutral,High,Excess,Adequate,Adequate,Good
Loam,Neutral,High,Deficient,Adequate,Deficient,Poor
Silt,Alkaline,Very Low,Deficient,Low,Deficient,Poor
Sand,Alkaline,Low,Low,Deficient,High,Good
Loam,Slightly Alkaline,Low,Excess,Excess,Excess,Moderate
Silt,Slightly Acidic,Medium,High,Adequate,Adequate,Good
Chalk,Alkaline,Medium,Low,Excess,Low,Excellent
Silt,Slightly Alkaline,Very Low,Deficient,Low,Deficient,Moderate
Sand,Slightly Acidic,Very Low,Adequate,Deficient,Adequate,Good
Sand,Alkaline,Very High,High,Low,Deficient,Good
Loam,Slightly Acidic,Very Low,Adequate,Excess,Adequate,Poor
Loam,Neutral,High,High,High,Excess,Moderate
Clay,Slightly Alkaline,Very Low,High,Low,Excess,Poor
Sand,Slightly Alkaline,Very High,Excess,Excess,Low,Critical
Sand,Slightly Alkaline,Very High,Low,High,Excess,Moderate
Silt,Acidic,Very High,Excess,High,High,Critical
Silt,Slightly Alkaline,Medium,Deficient,Deficient,Deficient,Good
Clay,Alkaline,Medium,Excess,Excess,Excess,Good
Chalk,Slightly Alkaline,Very Low,Deficient,Deficient,Low,Poor
Chalk,Acidic,Medium,Adequate,Deficient,Low,Good
Chalk,Acidic,Very Low,Low,Deficient,High,Poor
Sand,Acidic,Very High,Deficient,Low,Adequate,Moderate
Silt,Slightly Acidic,Very High,Excess,Excess,Excess,Moderate
Silt,Slightly Acidic,Very High,Excess,Low,High,Moderate
Silt,Slightly Acidic,Medium,Adequate,Adequate,High,Moderate
Clay,Alkaline,Very Low,High,High,Deficient,Moderate
Loam,Acidic,High,Deficient,Deficient,High,Poor
Loam,Acidic,High,Adequate,Deficient,Deficient,Moderate
Chalk,Acidic,Medium,Adequate,Deficient,Low,Moderate
Sand,Alkaline,Very High,Low,Low,Deficient,Moderate
Silt,Slightly Alkaline,Low,Low,Excess,Adequate,Good
Clay,Acidic,High,Adequate,Excess,Low,Good
Chalk,Acidic,Low,Deficient,High,Excess,Moderate
Sand,Slightly Alkaline,High,High,Low,Adequate,Moderate
Clay,Neutral,High,High,High,Excess,Good
Chalk,Slightly Acidic,Very Low,Adequate,High,Low,Poor
Clay,Alkaline,High,Excess,High,Deficient,Poor
Clay,Acidic,Very High,High,Deficient,Adequate,Poor
Chalk,Acidic,Medium,Adequate,Excess,Excess,Good
Chalk,Slightly Alkaline,Very Low,Excess,Excess,Adequate,Excellent
Chalk,Neutral,High,Excess,Adequate,Excess,Critical
Sand,Alkaline,Very Low,High,Excess,Deficient,Good
Chalk,Alkaline,Low,Deficient,High,Excess,Critical
Chalk,Acidic,Medium,Adequate,Excess,Deficient,Critical
Sand,Alkaline,Very Low,Deficient,Adequate,Low,Moderate
Chalk,Slightly Alkaline,Very High,Adequate,Deficient,Excess,Excellent
Loam,Slightly Alkaline,High,Low,Adequate,High,Good
Chalk,Slightly Acidic,Very High,Low,High,Deficient,Moderate
Clay,Slightly Alkaline,Low,High,Excess,Deficient,Good
Loam,Slightly Acidic,Low,Excess,Low,Low,Moderate
Chalk,Acidic,High,Excess,Low,Excess,Excellent
Loam,Acidic,Medium,Deficient,Low,Excess,Good
Sand,Slightly Acidic,High,Low,Adequate,High,Moderate
Silt,Slightly Alkaline,High,High,Adequate,High,Poor
Sand,Slightly Alkaline,Low,Excess,Deficient,Excess,Moderate
Loam,Alkaline,Very Low,Deficient,Low,Adequate,Excellent
Chalk,Slightly Acidic,Medium,Deficient,High,Adequate,Moderate
Clay,Acidic,High,Excess,Adequate,Low,Good
Chalk,Alkaline,High,High,High,Adequate,Moderate
Sand,Alkaline,Very Low,Excess,Adequate,Excess,Good
Sand,Slightly Alkaline,Low,Adequate,Excess,Low,Moderate
Clay,Neutral,Very High,Deficient,Low,Excess,Moderate
Clay,Acidic,Very Low,High,Adequate,Excess,Excellent
Clay,Neutral,Very High,Adequate,Excess,High,Good
Clay,Neutral,Low,Low,Excess,Deficient,Critical
Sand,Acidic,Very High,Adequate,Deficient,Adequate,Good
Clay,Neutral,High,High,Adequate,Deficient,Excellent
Sand,Slightly Alkaline,Low,High,Deficient,Excess,Good
Sand,Slightly Acidic,Very Low,Low,Low,Low,Moderate
Chalk,Acidic,Very Low,Adequate,Excess,Deficient,Excellent
Sand,Slightly Acidic,Very High,Adequate,Low,Excess,Excellent
Clay,Acidic,Very High,High,High,Low,Good
Loam,Acidic,High,Deficient,Deficient,Low,Poor
Sand,Neutral,High,Excess,Excess,Deficient,Critical
Sand,Neutral,Medium,Excess,Deficient,Deficient,Moderate
Silt,Neutral,Very Low,High,Excess,Adequate,Moderate
Clay,Alkaline,Very High,Deficient,Adequate,Adequate,Poor
Loam,Slightly Acidic,Very High,Deficient,Deficient,Deficient,Moderate
Silt,Acidic,Medium,Low,High,Adequate,Poor
Chalk,Slightly Acidic,Low,Deficient,High,High,Moderate
Chalk,Alkaline,Medium,Adequate,High,Low,Critical
Loam,Slightly Acidic,Medium,Deficient,Excess,Excess,Good
Loam,Acidic,Very Low,High,High,Low,Good
Silt,Slightly Acidic,Medium,Adequate,Deficient,Deficient,Moderate
Chalk,Acidic,High,Excess,Excess,Excess,Moderate
Loam,Alkaline,Low,Adequate,High,High,Moderate
Sand,Slightly Alkaline,High,High,Excess,Deficient,Moderate
Chalk,Slightly Acidic,Very Low,Low,Low,Deficient,Good
Sand,Acidic,Very Low,Adequate,Low,Adequate,Good
Silt,Slightly Acidic,Very Low,Adequate,Deficient,Low,Good
Clay,Neutral,High,Low,Deficient,Deficient,Good
Silt,Acidic,High,Adequate,Adequate,High,Poor
Silt,Slightly Alkaline,High,Adequate,Low,Deficient,Good
Loam,Slightly Acidic,Medium,Adequate,Excess,Low,Critical
Chalk,Slightly Alkaline,Low,Low,Deficient,Adequate,Good
Silt,Slightly Acidic,Very High,Low,Excess,High,Moderate
Clay,Slightly Alkaline,Very High,Low,Low,High,Poor
Silt,Alkaline,Medium,Deficient,Low,Low,Good
Loam,Acidic,Very High,Deficient,Low,Deficient,Moderate
Loam,Alkaline,Low,Excess,Deficient,Excess,Poor
Sand,Acidic,Very High,Excess,Low,Adequate,Excellent
Chalk,Neutral,Very Low,Low,Deficient,Low,Moderate
Loam,Neutral,Medium,Adequate,Adequate,Deficient,Good
Clay,Slightly Alkaline,Medium,Excess,Low,Adequate,Poor
Silt,Slightly Acidic,Very High,Adequate,High,Deficient,Moderate
Clay,Slightly Alkaline,Low,Deficient,Adequate,Excess,Moderate
Loam,Slightly Alkaline,High,Excess,Excess,Adequate,Good
Sand,Slightly Alkaline,Medium,Excess,High,Low,Good
Clay,Slightly Alkaline,Medium,Low,Excess,Adequate,Moderate
Silt,Slightly Acidic,Very High,Excess,High,Adequate,Critical
Chalk,Slightly Alkaline,Very Low,High,Low,High,Moderate
Clay,Neutral,Very Low,Deficient,Deficient,Deficient,Moderate
Clay,Neutral,Very Low,High,High,Deficient,Poor
Chalk,Slightly Acidic,Low,Deficient,Low,Low,Good
Silt,Acidic,Very Low,Excess,Excess,Deficient,Moderate
Loam,Neutral,Very Low,Excess,Adequate,High,Good
Clay,Acidic,Low,High,High,Excess,Critical
Chalk,Slightly Alkaline,Very Low,Excess,Adequate,Deficient,Moderate
Loam,Neutral,Very Low,High,Deficient,Excess,Poor
Loam,Alkaline,Medium,Excess,Low,Adequate,Excellent
Clay,Acidic,Medium,Low,Deficient,Low,Good
Chalk,Neutral,Medium,High,Excess,Adequate,Poor
Clay,Neutral,Medium,High,Excess,Deficient,Moderate
Sand,Neutral,Low,Excess,Adequate,Adequate,Good
Chalk,Acidic,Very Low,Excess,Excess,High,Good
Clay,Alkaline,Low,Excess,Adequate,Low,Poor
Sand,Slightly Alkaline,Low,Low,Excess,Adequate,Good
Clay,Neutral,High,High,High,Deficient,Good
Loam,Acidic,Very High,High,Deficient,Excess,Moderate
Clay,Slightly Acidic,Medium,Deficient,Excess,High,Moderate
Chalk,Slightly Alkaline,High,Excess,Adequate,Low,Good
Clay,Slightly Acidic,Medium,Deficient,High,Excess,Good
Sand,Alkaline,Very Low,Deficient,Low,High,Moderate
Silt,Acidic,Very High,High,Adequate,High,Moderate
Sand,Alkaline,High,Low,High,Adequate,Critical
Sand,Slightly Alkaline,Very Low,Excess,Deficient,Low,Moderate
Chalk,Slightly Alkaline,Low,High,Excess,Adequate,Moderate
Chalk,Alkaline,Medium,Deficient,Deficient,Deficient,Moderate
Silt,Slightly Acidic,Very High,Low,Adequate,Deficient,Good
Chalk,Neutral,Medium,Adequate,High,Deficient,Moderate
Loam,Alkaline,Very Low,High,Excess,High,Good
Clay,Neutral,Medium,Low,Excess,Low,Moderate
Clay,Slightly Alkaline,Low,High,Excess,Adequate,Good
Sand,Acidic,Medium,High,Deficient,Excess,Good
Loam,Alkaline,Very Low,Adequate,Adequate,Adequate,Critical
Sand,Slightly Alkaline,Low,Excess,High,Excess,Critical
Loam,Alkaline,High,High,Deficient,Adequate,Moderate
Sand,Acidic,Very Low,Deficient,Low,Excess,Good
Chalk,Slightly Acidic,Medium,High,Excess,Adequate,Good
Silt,Neutral,Low,Deficient,Excess,Excess,Poor
Chalk,Neutral,Low,Excess,Adequate,Deficient,Excellent
Loam,Acidic,Very High,Deficient,Excess,High,Critical
Silt,Acidic,Very High,Adequate,Adequate,High,Good
Loam,Slightly Alkaline,Low,High,Deficient,Low,Good
Sand,Slightly Alkaline,Very Low,Excess,Adequate,Excess,Good
Clay,Slightly Alkaline,High,Low,Low,Excess,Poor
Clay,Slightly Acidic,Very High,Excess,Adequate,High,Poor
Loam,Acidic,Very Low,Excess,Low,High,Poor
Sand,Acidic,Very Low,Excess,Adequate,Excess,Critical
Chalk,Slightly Alkaline,Low,High,Excess,High,Excellent
Loam,Acidic,Very Low,Excess,Excess,Excess,Poor
Chalk,Neutral,Very High,High,Excess,Adequate,Good
Loam,Slightly Acidic,Low,Adequate,Excess,Low,Good
Clay,Alkaline,Medium,Low,Excess,Adequate,Moderate
Chalk,Neutral,Very Low,Adequate,Excess,High,Good
Silt,Acidic,Medium,Excess,High,Deficient,Critical
Clay,Slightly Alkaline,Low,Adequate,Low,Low,Good
Silt,Neutral,Medium,Adequate,High,High,Good
Loam,Neutral,High,Excess,Low,Adequate,Moderate
Chalk,Alkaline,Very High,High,High,Deficient,Moderate
Clay,Alkaline,Medium,High,High,Deficient,Poor
Sand,Alkaline,Low,High,Excess,Low,Moderate
Sand,Acidic,Medium,Low,Adequate,Deficient,Poor
Silt,Slightly Acidic,High,Excess,Deficient,Low,Good
Clay,Slightly Alkaline,High,Low,Deficient,High,Good
Chalk,Alkaline,Very High,Low,High,High,Moderate
Clay,Slightly Alkaline,Very High,High,Excess,Low,Critical
Loam,Alkaline,High,Excess,Low,Deficient,Good
Chalk,Alkaline,Very High,Deficient,Low,Low,Moderate
Sand,Slightly Acidic,Low,High,Excess,High,Excellent
Clay,Alkaline,Very Low,Deficient,Low,Adequate,Good
Sand,Slightly Acidic,Very Low,Adequate,Excess,High,Moderate
Clay,Acidic,High,High,High,Low,Poor
Silt,Slightly Alkaline,Low,Low,Excess,High,Good
Clay,Alkaline,Medium,Excess,High,Deficient,Moderate
Clay,Slightly Acidic,Very High,High,Adequate,High,Poor
Clay,Alkaline,Medium,Adequate,Deficient,Adequate,Poor
Silt,Neutral,Very High,High,Excess,Deficient,Moderate
Sand,Neutral,Very Low,Excess,High,High,Excellent
Chalk,Neutral,Medium,Low,High,High,Poor
Silt,Slightly Acidic,High,High,Excess,Deficient,Moderate
Sand,Slightly Acidic,High,Low,Adequate,High,Moderate
Sand,Slightly Acidic,High,Excess,Deficient,Low,Critical
Clay,Slightly Acidic,Very Low,Adequate,Deficient,Adequate,Excellent
Sand,Alkaline,High,Excess,Excess,High,Good
Sand,Acidic,Very High,High,Excess,High,Moderate
Clay,Slightly Acidic,High,Deficient,Excess,High,Poor
Clay,Acidic,Very High,Low,Low,Excess,Good
Loam,Acidic,Low,Excess,Low,High,Good
Silt,Acidic,Low,Low,Adequate,Low,Good
Loam,Neutral,Medium,High,Deficient,Deficient,Good
Loam,Neutral,Very Low,Excess,Adequate,Excess,Good
Loam,Neutral,Very High,Low,Low,Deficient,Moderate
Clay,Slightly Alkaline,High,Adequate,Low,Adequate,Good
Loam,Alkaline,Low,Excess,Adequate,High,Poor
Chalk,Acidic,High,Deficient,Adequate,Adequate,Excellent
Clay,Acidic,High,Low,High,Adequate,Good
Clay,Acidic,High,Adequate,Adequate,Excess,Moderate
Chalk,Alkaline,Very High,Low,Excess,High,Critical
Silt,Acidic,Very High,Adequate,Low,Adequate,Moderate
Clay,Slightly Alkaline,Very Low,High,High,Deficient,Good
Silt,Slightly Acidic,Low,Deficient,Deficient,Low,Good
Silt,Acidic,High,High,High,Low,Excellent
Silt,Alkaline,Medium,Excess,Deficient,Low,Good
Chalk,Slightly Acidic,Low,Deficient,Deficient,Adequate,Poor
Loam,Slightly Alkaline,High,Deficient,High,Excess,Good
Clay,Neutral,Very Low,Excess,Deficient,Excess,Moderate
Silt,Slightly Alkaline,Very Low,High,Deficient,Deficient,Good
Clay,Acidic,Medium,High,Deficient,Deficient,Moderate
Chalk,Slightly Alkaline,High,High,High,Deficient,Excellent
Chalk,Slightly Alkaline,High,Deficient,Deficient,Low,Poor
Silt,Slightly Acidic,Very High,Deficient,Deficient,Excess,Good
Loam,Acidic,Low,Deficient,Excess,High,Good
Chalk,Neutral,Low,Low,High,High,Moderate
Sand,Slightly Alkaline,Very High,Adequate,Adequate,Excess,Good
Silt,Acidic,High,High,Low,Adequate,Moderate
Clay,Slightly Alkaline,Very Low,Excess,Low,Low,Poor
Clay,Slightly Alkaline,Very Low,Low,High,Low,Good
Sand,Neutral,Medium,Deficient,Low,Low,Excellent
Silt,Slightly Acidic,Very High,High,Excess,Deficient,Moderate
Clay,Slightly Alkaline,Low,Deficient,High,Deficient,Good
Loam,Slightly Alkaline,High,Deficient,Deficient,Excess,Poor
Loam,Neutral,Very High,Deficient,Low,High,Moderate
Silt,Acidic,Very High,Deficient,Adequate,High,Excellent
Loam,Alkaline,Very High,High,Adequate,Adequate,Poor
Clay,Slightly Alkaline,Medium,Adequate,High,High,Moderate
Chalk,Slightly Alkaline,Very Low,Adequate,Adequate,Adequate,Good
Silt,Alkaline,Very High,High,High,High,Poor
Clay,Slightly Acidic,High,Deficient,Adequate,Excess,Excellent
Loam,Slightly Alkaline,Medium,Deficient,Adequate,Excess,Poor
Silt,Neutral,Low,Adequate,Deficient,Low,Good
Silt,Slightly Alkaline,Very High,High,Adequate,Deficient,Moderate
Chalk,Slightly Acidic,Very Low,Low,Excess,High,Good
Chalk,Acidic,High,Low,High,Deficient,Good
Silt,Slightly Alkaline,Very Low,Adequate,High,Adequate,Good
Chalk,Slightly Acidic,High,High,Low,Deficient,Good
